treatment,risk,replicate_id
No_vaccine,0.012733333333333333,946
Moderna,0.0010666666666666667,947
No_vaccine,0.011133333333333334,947
Moderna,9.333333333333333e-4,948
No_vaccine,0.011333333333333334,948
Moderna,8e-4,949
No_vaccine,0.014,949
Moderna,9.333333333333333e-4,950
No_vaccine,0.0114,950
Moderna,8.666666666666666e-4,951
No_vaccine,0.011466666666666667,951
Moderna,6e-4,952
No_vaccine,0.013733333333333334,952
Moderna,4.6666666666666666e-4,953
No_vaccine,0.013266666666666666,953
Moderna,8.666666666666666e-4,954
No_vaccine,0.013733333333333334,954
Moderna,4.6666666666666666e-4,955
No_vaccine,0.011333333333333334,955
Moderna,6e-4,956
No_vaccine,0.0126,956
Moderna,3.333333333333333e-4,957
No_vaccine,0.0116,957
Moderna,4.6666666666666666e-4,958
No_vaccine,0.0128,958
Moderna,0.001,959
No_vaccine,0.0114,959
Moderna,0.001,960
No_vaccine,0.011666666666666667,960
Moderna,8e-4,961
No_vaccine,0.012533333333333334,961
Moderna,0.0011333333333333334,962
No_vaccine,0.012,962
Moderna,5.333333333333334e-4,963
No_vaccine,0.0114,963
Moderna,6e-4,964
No_vaccine,0.0104,964
Moderna,8e-4,965
No_vaccine,0.0148,965
Moderna,0.001,966
No_vaccine,0.0126,966
Moderna,7.333333333333333e-4,967
No_vaccine,0.011533333333333333,967
Moderna,9.333333333333333e-4,968
No_vaccine,0.011333333333333334,968
Moderna,0.0012,969
No_vaccine,0.012533333333333334,969
Moderna,9.333333333333333e-4,970
No_vaccine,0.0134,970
Moderna,4.6666666666666666e-4,971
No_vaccine,0.0112,971
Moderna,7.333333333333333e-4,972
No_vaccine,0.012733333333333333,972
Moderna,7.333333333333333e-4,973
No_vaccine,0.012866666666666667,973
Moderna,6.666666666666666e-4,974
No_vaccine,0.0116,974
Moderna,0.001,975
No_vaccine,0.013,975
Moderna,8.666666666666666e-4,976
No_vaccine,0.0106,976
Moderna,0.0010666666666666667,977
No_vaccine,0.013266666666666666,977
Moderna,4.6666666666666666e-4,978
No_vaccine,0.013466666666666667,978
Moderna,0.0012666666666666666,979
No_vaccine,0.0124,979
Moderna,8.666666666666666e-4,980
No_vaccine,0.012266666666666667,980
Moderna,5.333333333333334e-4,981
No_vaccine,0.011266666666666666,981
Moderna,8.666666666666666e-4,982
No_vaccine,0.0118,982
Moderna,0.0010666666666666667,983
No_vaccine,0.012266666666666667,983
Moderna,6e-4,984
No_vaccine,0.0116,984
Moderna,6e-4,985
No_vaccine,0.012,985
Moderna,0.0011333333333333334,986
No_vaccine,0.011266666666666666,986
Moderna,9.333333333333333e-4,987
No_vaccine,0.013133333333333334,987
Moderna,5.333333333333334e-4,988
No_vaccine,0.011,988
Moderna,7.333333333333333e-4,989
No_vaccine,0.012533333333333334,989
Moderna,2.666666666666667e-4,990
No_vaccine,0.013066666666666667,990
Moderna,7.333333333333333e-4,991
No_vaccine,0.011533333333333333,991
Moderna,4.6666666666666666e-4,992
No_vaccine,0.011866666666666666,992
Moderna,8.666666666666666e-4,993
No_vaccine,0.011,993
Moderna,4e-4,994
No_vaccine,0.0118,994
Moderna,8e-4,995
No_vaccine,0.0118,995
Moderna,7.333333333333333e-4,996
No_vaccine,0.012333333333333333,996
Moderna,8e-4,997
No_vaccine,0.012933333333333333,997
Moderna,8e-4,998
No_vaccine,0.014133333333333333,998
Moderna,0.0010666666666666667,999
No_vaccine,0.011466666666666667,999
Moderna,8e-4,1000
No_vaccine,0.014266666666666667,1000
Moderna,5.333333333333334e-4,1001
No_vaccine,0.010866666666666667,1001
Moderna,7.333333333333333e-4,1002
No_vaccine,0.013666666666666667,1002
Moderna,9.333333333333333e-4,1003
No_vaccine,0.011666666666666667,1003
Moderna,3.333333333333333e-4,1004
No_vaccine,0.0124,1004
Moderna,0.0012666666666666666,1005
No_vaccine,0.0124,1005
Moderna,6e-4,1006
No_vaccine,0.0118,1006
Moderna,0.001,1007
No_vaccine,0.0122,1007
Moderna,7.333333333333333e-4,1008
No_vaccine,0.0126,1008
Moderna,6.666666666666666e-4,1009
No_vaccine,0.013266666666666666,1009
Moderna,0.0010666666666666667,1010
No_vaccine,0.013733333333333334,1010
Moderna,8.666666666666666e-4,1011
No_vaccine,0.012733333333333333,1011
Moderna,5.333333333333334e-4,1012
No_vaccine,0.0126,1012
Moderna,9.333333333333333e-4,1013
No_vaccine,0.012266666666666667,1013
Moderna,6e-4,1014
No_vaccine,0.012466666666666666,1014
Moderna,6.666666666666666e-4,1015
No_vaccine,0.011666666666666667,1015
Moderna,6e-4,1016
No_vaccine,0.013933333333333334,1016
Moderna,4.6666666666666666e-4,1017
No_vaccine,0.012866666666666667,1017
Moderna,7.333333333333333e-4,1018
No_vaccine,0.0124,1018
Moderna,7.333333333333333e-4,1019
No_vaccine,0.0134,1019
Moderna,4.6666666666666666e-4,1020
No_vaccine,0.012066666666666667,1020
Moderna,5.333333333333334e-4,1021
No_vaccine,0.011733333333333333,1021
Moderna,7.333333333333333e-4,1022
No_vaccine,0.013666666666666667,1022
Moderna,0.0012,1023
No_vaccine,0.0132,1023
Moderna,8.666666666666666e-4,1024
No_vaccine,0.012933333333333333,1024
Moderna,0.0010666666666666667,1025
No_vaccine,0.0118,1025
Moderna,0.0010666666666666667,1026
No_vaccine,0.014133333333333333,1026
Moderna,5.333333333333334e-4,1027
No_vaccine,0.013,1027
Moderna,6e-4,1028
No_vaccine,0.013333333333333334,1028
Moderna,8.666666666666666e-4,1029
No_vaccine,0.011533333333333333,1029
Moderna,0.001,1030
No_vaccine,0.012133333333333333,1030
Moderna,8e-4,1031
No_vaccine,0.013333333333333334,1031
Moderna,9.333333333333333e-4,1032
No_vaccine,0.0118,1032
Moderna,7.333333333333333e-4,1033
No_vaccine,0.012466666666666666,1033
Moderna,8e-4,1034
No_vaccine,0.0136,1034
Moderna,6.666666666666666e-4,1035
No_vaccine,0.012933333333333333,1035
Moderna,6e-4,1036
No_vaccine,0.012333333333333333,1036
Moderna,6.666666666666666e-4,1037
No_vaccine,0.0114,1037
Moderna,6.666666666666666e-4,1038
No_vaccine,0.012933333333333333,1038
Moderna,0.0010666666666666667,1039
No_vaccine,0.011733333333333333,1039
Moderna,0.0011333333333333334,1040
No_vaccine,0.011466666666666667,1040
Moderna,0.001,1041
No_vaccine,0.013133333333333334,1041
Moderna,6.666666666666666e-4,1042
No_vaccine,0.012266666666666667,1042
Moderna,8e-4,1043
No_vaccine,0.012066666666666667,1043
Moderna,8e-4,1044
No_vaccine,0.0126,1044
Moderna,6.666666666666666e-4,1045
No_vaccine,0.013,1045
Moderna,7.333333333333333e-4,1046
No_vaccine,0.0134,1046
Moderna,4.6666666666666666e-4,1047
No_vaccine,0.0122,1047
Moderna,7.333333333333333e-4,1048
No_vaccine,0.013,1048
Moderna,7.333333333333333e-4,1049
No_vaccine,0.013266666666666666,1049
Moderna,9.333333333333333e-4,1050
No_vaccine,0.011866666666666666,1050
Moderna,3.333333333333333e-4,1051
No_vaccine,0.011066666666666667,1051
Moderna,0.001,1052
No_vaccine,0.0112,1052
Moderna,0.0011333333333333334,1053
No_vaccine,0.014333333333333333,1053
Moderna,7.333333333333333e-4,1054
No_vaccine,0.011666666666666667,1054
Moderna,8e-4,1055
No_vaccine,0.012666666666666666,1055
Moderna,6e-4,1056
No_vaccine,0.012666666666666666,1056
Moderna,3.333333333333333e-4,1057
No_vaccine,0.011733333333333333,1057
Moderna,8.666666666666666e-4,1058
No_vaccine,0.012533333333333334,1058
Moderna,7.333333333333333e-4,1059
No_vaccine,0.013133333333333334,1059
Moderna,4.6666666666666666e-4,1060
No_vaccine,0.012533333333333334,1060
Moderna,7.333333333333333e-4,1061
No_vaccine,0.0132,1061
Moderna,4e-4,1062
No_vaccine,0.010933333333333333,1062
Moderna,4e-4,1063
No_vaccine,0.013866666666666666,1063
Moderna,7.333333333333333e-4,1064
No_vaccine,0.012066666666666667,1064
Moderna,5.333333333333334e-4,1065
No_vaccine,0.012866666666666667,1065
Moderna,9.333333333333333e-4,1066
No_vaccine,0.013133333333333334,1066
Moderna,8.666666666666666e-4,1067
No_vaccine,0.0122,1067
Moderna,9.333333333333333e-4,1068
No_vaccine,0.011333333333333334,1068
Moderna,6e-4,1069
No_vaccine,0.010733333333333333,1069
Moderna,6.666666666666666e-4,1070
No_vaccine,0.012333333333333333,1070
Moderna,5.333333333333334e-4,1071
No_vaccine,0.012266666666666667,1071
Moderna,4e-4,1072
No_vaccine,0.0138,1072
Moderna,6e-4,1073
No_vaccine,0.012133333333333333,1073
Moderna,9.333333333333333e-4,1074
No_vaccine,0.011666666666666667,1074
Moderna,6.666666666666666e-4,1075
No_vaccine,0.013733333333333334,1075
Moderna,6.666666666666666e-4,1076
No_vaccine,0.0136,1076
Moderna,7.333333333333333e-4,1077
No_vaccine,0.011133333333333334,1077
Moderna,8e-4,1078
No_vaccine,0.0144,1078
Moderna,8.666666666666666e-4,1079
No_vaccine,0.013266666666666666,1079
Moderna,4e-4,1080
No_vaccine,0.0138,1080
Moderna,9.333333333333333e-4,1081
No_vaccine,0.011733333333333333,1081
Moderna,8e-4,1082
No_vaccine,0.011266666666666666,1082
Moderna,6e-4,1083
No_vaccine,0.012933333333333333,1083
Moderna,6.666666666666666e-4,1084
No_vaccine,0.012666666666666666,1084
Moderna,9.333333333333333e-4,1085
No_vaccine,0.013266666666666666,1085
Moderna,6e-4,1086
No_vaccine,0.011466666666666667,1086
Moderna,5.333333333333334e-4,1087
No_vaccine,0.011466666666666667,1087
Moderna,0.0011333333333333334,1088
No_vaccine,0.010866666666666667,1088
Moderna,6e-4,1089
No_vaccine,0.013466666666666667,1089
Moderna,0.0010666666666666667,1090
No_vaccine,0.012933333333333333,1090
Moderna,6.666666666666666e-4,1091
No_vaccine,0.0142,1091
Moderna,7.333333333333333e-4,1092
No_vaccine,0.011333333333333334,1092
Moderna,4.6666666666666666e-4,1093
No_vaccine,0.011866666666666666,1093
Moderna,3.333333333333333e-4,1094
No_vaccine,0.012666666666666666,1094
Moderna,6e-4,1095
No_vaccine,0.010533333333333334,1095
Moderna,8e-4,1096
No_vaccine,0.013333333333333334,1096
Moderna,4e-4,1097
No_vaccine,0.013,1097
Moderna,7.333333333333333e-4,1098
No_vaccine,0.011666666666666667,1098
Moderna,0.0012,1099
No_vaccine,0.011266666666666666,1099
Moderna,8.666666666666666e-4,1100
No_vaccine,0.012666666666666666,1100
Moderna,4.6666666666666666e-4,1101
No_vaccine,0.0118,1101
Moderna,6.666666666666666e-4,1102
No_vaccine,0.0132,1102
Moderna,6.666666666666666e-4,1103
No_vaccine,0.013266666666666666,1103
Moderna,8e-4,1104
No_vaccine,0.013266666666666666,1104
Moderna,7.333333333333333e-4,1105
No_vaccine,0.011866666666666666,1105
Moderna,8e-4,1106
No_vaccine,0.011733333333333333,1106
Moderna,7.333333333333333e-4,1107
No_vaccine,0.011866666666666666,1107
Moderna,9.333333333333333e-4,1108
No_vaccine,0.0118,1108
Moderna,8.666666666666666e-4,1109
No_vaccine,0.012333333333333333,1109
Moderna,4e-4,1110
No_vaccine,0.0108,1110
Moderna,6.666666666666666e-4,1111
No_vaccine,0.011533333333333333,1111
Moderna,0.0011333333333333334,1112
No_vaccine,0.012066666666666667,1112
Moderna,6e-4,1113
No_vaccine,0.011066666666666667,1113
Moderna,4.6666666666666666e-4,1114
No_vaccine,0.010733333333333333,1114
Moderna,4.6666666666666666e-4,1115
No_vaccine,0.012266666666666667,1115
Moderna,0.0014,1116
No_vaccine,0.012866666666666667,1116
Moderna,7.333333333333333e-4,1117
No_vaccine,0.011066666666666667,1117
Moderna,9.333333333333333e-4,1118
No_vaccine,0.010733333333333333,1118
Moderna,8e-4,1119
No_vaccine,0.0136,1119
Moderna,6e-4,1120
No_vaccine,0.011333333333333334,1120
Moderna,7.333333333333333e-4,1121
No_vaccine,0.011,1121
Moderna,8e-4,1122
No_vaccine,0.013133333333333334,1122
Moderna,5.333333333333334e-4,1123
No_vaccine,0.0128,1123
Moderna,5.333333333333334e-4,1124
No_vaccine,0.013466666666666667,1124
Moderna,6e-4,1125
No_vaccine,0.013533333333333333,1125
Moderna,8e-4,1126
No_vaccine,0.0112,1126
Moderna,7.333333333333333e-4,1127
No_vaccine,0.012533333333333334,1127
Moderna,0.0015333333333333334,1128
No_vaccine,0.0122,1128
Moderna,5.333333333333334e-4,1129
No_vaccine,0.012733333333333333,1129
Moderna,6.666666666666666e-4,1130
No_vaccine,0.012333333333333333,1130
Moderna,8e-4,1131
No_vaccine,0.0126,1131
Moderna,8.666666666666666e-4,1132
No_vaccine,0.012466666666666666,1132
Moderna,9.333333333333333e-4,1133
No_vaccine,0.013666666666666667,1133
Moderna,6.666666666666666e-4,1134
No_vaccine,0.012866666666666667,1134
Moderna,6e-4,1135
No_vaccine,0.0118,1135
Moderna,8.666666666666666e-4,1136
No_vaccine,0.011933333333333334,1136
Moderna,4e-4,1137
No_vaccine,0.014066666666666667,1137
Moderna,8e-4,1138
No_vaccine,0.0126,1138
Moderna,0.001,1139
No_vaccine,0.014266666666666667,1139
Moderna,8.666666666666666e-4,1140
No_vaccine,0.013066666666666667,1140
Moderna,8e-4,1141
No_vaccine,0.011333333333333334,1141
Moderna,0.0011333333333333334,1142
No_vaccine,0.012733333333333333,1142
Moderna,4.6666666666666666e-4,1143
No_vaccine,0.012133333333333333,1143
Moderna,0.0011333333333333334,1144
No_vaccine,0.012866666666666667,1144
Moderna,9.333333333333333e-4,1145
No_vaccine,0.013,1145
Moderna,6.666666666666666e-4,1146
No_vaccine,0.0132,1146
Moderna,0.0012,1147
No_vaccine,0.0122,1147
Moderna,0.001,1148
No_vaccine,0.012266666666666667,1148
Moderna,0.0011333333333333334,1149
No_vaccine,0.0132,1149
Moderna,2.666666666666667e-4,1150
No_vaccine,0.011933333333333334,1150
Moderna,0.0011333333333333334,1151
No_vaccine,0.0102,1151
Moderna,5.333333333333334e-4,1152
No_vaccine,0.012733333333333333,1152
Moderna,4.6666666666666666e-4,1153
No_vaccine,0.012466666666666666,1153
Moderna,6.666666666666666e-4,1154
No_vaccine,0.0134,1154
Moderna,4e-4,1155
No_vaccine,0.0122,1155
Moderna,8e-4,1156
No_vaccine,0.009666666666666667,1156
Moderna,7.333333333333333e-4,1157
No_vaccine,0.013866666666666666,1157
Moderna,6.666666666666666e-4,1158
No_vaccine,0.011733333333333333,1158
Moderna,9.333333333333333e-4,1159
No_vaccine,0.012066666666666667,1159
Moderna,6e-4,1160
No_vaccine,0.011866666666666666,1160
Moderna,9.333333333333333e-4,1161
No_vaccine,0.0134,1161
Moderna,0.001,1162
No_vaccine,0.011266666666666666,1162
Moderna,6.666666666666666e-4,1163
No_vaccine,0.011533333333333333,1163
Moderna,6e-4,1164
No_vaccine,0.0128,1164
Moderna,0.0011333333333333334,1165
No_vaccine,0.011,1165
Moderna,8e-4,1166
No_vaccine,0.012666666666666666,1166
Moderna,9.333333333333333e-4,1167
No_vaccine,0.0134,1167
Moderna,7.333333333333333e-4,1168
No_vaccine,0.012133333333333333,1168
Moderna,8e-4,1169
No_vaccine,0.012133333333333333,1169
Moderna,8e-4,1170
No_vaccine,0.0122,1170
Moderna,0.0010666666666666667,1171
No_vaccine,0.013066666666666667,1171
Moderna,7.333333333333333e-4,1172
No_vaccine,0.012066666666666667,1172
Moderna,4e-4,1173
No_vaccine,0.012533333333333334,1173
Moderna,4.6666666666666666e-4,1174
No_vaccine,0.012,1174
Moderna,0.001,1175
No_vaccine,0.013066666666666667,1175
Moderna,8e-4,1176
No_vaccine,0.013533333333333333,1176
Moderna,6.666666666666666e-4,1177
No_vaccine,0.012333333333333333,1177
Moderna,4.6666666666666666e-4,1178
No_vaccine,0.0108,1178
Moderna,8e-4,1179
No_vaccine,0.013,1179
Moderna,6.666666666666666e-4,1180
No_vaccine,0.012733333333333333,1180
Moderna,0.0012,1181
No_vaccine,0.012733333333333333,1181
Moderna,6e-4,1182
No_vaccine,0.0108,1182
Moderna,9.333333333333333e-4,1183
No_vaccine,0.014066666666666667,1183
Moderna,7.333333333333333e-4,1184
No_vaccine,0.012,1184
Moderna,7.333333333333333e-4,1185
No_vaccine,0.011933333333333334,1185
Moderna,8e-4,1186
No_vaccine,0.013,1186
Moderna,6e-4,1187
No_vaccine,0.011733333333333333,1187
Moderna,4.6666666666666666e-4,1188
No_vaccine,0.0128,1188
Moderna,8.666666666666666e-4,1189
No_vaccine,0.014066666666666667,1189
Moderna,6e-4,1190
No_vaccine,0.013133333333333334,1190
Moderna,6.666666666666666e-4,1191
No_vaccine,0.0118,1191
Moderna,4e-4,1192
No_vaccine,0.011466666666666667,1192
Moderna,4.6666666666666666e-4,1193
No_vaccine,0.0108,1193
Moderna,8e-4,1194
No_vaccine,0.010533333333333334,1194
Moderna,6e-4,1195
No_vaccine,0.013333333333333334,1195
Moderna,4e-4,1196
No_vaccine,0.013133333333333334,1196
Moderna,8.666666666666666e-4,1197
No_vaccine,0.010466666666666668,1197
Moderna,6.666666666666666e-4,1198
No_vaccine,0.0108,1198
Moderna,4.6666666666666666e-4,1199
No_vaccine,0.011266666666666666,1199
Moderna,7.333333333333333e-4,1200
No_vaccine,0.011133333333333334,1200
Moderna,5.333333333333334e-4,1201
No_vaccine,0.0136,1201
Moderna,6.666666666666666e-4,1202
No_vaccine,0.0134,1202
Moderna,8e-4,1203
No_vaccine,0.011666666666666667,1203
Moderna,7.333333333333333e-4,1204
No_vaccine,0.011066666666666667,1204
Moderna,0.0012,1205
No_vaccine,0.011666666666666667,1205
Moderna,6.666666666666666e-4,1206
No_vaccine,0.012933333333333333,1206
Moderna,4e-4,1207
No_vaccine,0.011333333333333334,1207
Moderna,7.333333333333333e-4,1208
No_vaccine,0.012333333333333333,1208
Moderna,6.666666666666666e-4,1209
No_vaccine,0.012266666666666667,1209
Moderna,6e-4,1210
No_vaccine,0.011533333333333333,1210
Moderna,0.0011333333333333334,1211
No_vaccine,0.014133333333333333,1211
Moderna,0.001,1212
No_vaccine,0.013933333333333334,1212
Moderna,5.333333333333334e-4,1213
No_vaccine,0.0124,1213
Moderna,4.6666666666666666e-4,1214
No_vaccine,0.010866666666666667,1214
Moderna,0.0011333333333333334,1215
No_vaccine,0.012866666666666667,1215
Moderna,8e-4,1216
No_vaccine,0.012533333333333334,1216
Moderna,5.333333333333334e-4,1217
No_vaccine,0.0136,1217
Moderna,8e-4,1218
No_vaccine,0.012466666666666666,1218
Moderna,0.0010666666666666667,1219
No_vaccine,0.013466666666666667,1219
Moderna,6e-4,1220
No_vaccine,0.013533333333333333,1220
Moderna,4.6666666666666666e-4,1221
No_vaccine,0.012333333333333333,1221
Moderna,7.333333333333333e-4,1222
No_vaccine,0.010933333333333333,1222
Moderna,0.0010666666666666667,1223
No_vaccine,0.012533333333333334,1223
Moderna,6e-4,1224
No_vaccine,0.011333333333333334,1224
Moderna,6e-4,1225
No_vaccine,0.011666666666666667,1225
Moderna,3.333333333333333e-4,1226
No_vaccine,0.013266666666666666,1226
Moderna,6e-4,1227
No_vaccine,0.012733333333333333,1227
Moderna,6.666666666666666e-4,1228
No_vaccine,0.013066666666666667,1228
Moderna,9.333333333333333e-4,1229
No_vaccine,0.0112,1229
Moderna,4e-4,1230
No_vaccine,0.010733333333333333,1230
Moderna,8e-4,1231
No_vaccine,0.012266666666666667,1231
Moderna,6.666666666666666e-4,1232
No_vaccine,0.011866666666666666,1232
Moderna,0.0010666666666666667,1233
No_vaccine,0.0114,1233
Moderna,0.0013333333333333333,1234
No_vaccine,0.011733333333333333,1234
Moderna,0.001,1235
No_vaccine,0.011066666666666667,1235
Moderna,6.666666666666666e-4,1236
No_vaccine,0.013133333333333334,1236
Moderna,4.6666666666666666e-4,1237
No_vaccine,0.0114,1237
Moderna,8.666666666666666e-4,1238
No_vaccine,0.0134,1238
Moderna,6e-4,1239
No_vaccine,0.0124,1239
Moderna,8.666666666666666e-4,1240
No_vaccine,0.011,1240
Moderna,8e-4,1241
No_vaccine,0.012133333333333333,1241
Moderna,8e-4,1242
No_vaccine,0.013,1242
Moderna,9.333333333333333e-4,1243
No_vaccine,0.011666666666666667,1243
Moderna,1.3333333333333334e-4,1244
No_vaccine,0.013133333333333334,1244
Moderna,0.001,1245
No_vaccine,0.013266666666666666,1245
Moderna,4.6666666666666666e-4,1246
No_vaccine,0.0126,1246
Moderna,6.666666666666666e-4,1247
No_vaccine,0.012933333333333333,1247
Moderna,6.666666666666666e-4,1248
No_vaccine,0.012933333333333333,1248
Moderna,4.6666666666666666e-4,1249
No_vaccine,0.012933333333333333,1249
Moderna,8e-4,1250
No_vaccine,0.013266666666666666,1250
Moderna,6e-4,1251
No_vaccine,0.0124,1251
Moderna,8.666666666666666e-4,1252
No_vaccine,0.010933333333333333,1252
Moderna,6e-4,1253
No_vaccine,0.011333333333333334,1253
Moderna,3.333333333333333e-4,1254
No_vaccine,0.012666666666666666,1254
Moderna,7.333333333333333e-4,1255
No_vaccine,0.012666666666666666,1255
Moderna,8e-4,1256
No_vaccine,0.011533333333333333,1256
Moderna,8e-4,1257
No_vaccine,0.0114,1257
Moderna,7.333333333333333e-4,1258
No_vaccine,0.0134,1258
Moderna,7.333333333333333e-4,1259
No_vaccine,0.0114,1259
Moderna,4.6666666666666666e-4,1260
No_vaccine,0.0122,1260
Moderna,4.6666666666666666e-4,1261
No_vaccine,0.013933333333333334,1261
Moderna,8.666666666666666e-4,1262
No_vaccine,0.012933333333333333,1262
Moderna,4e-4,1263
No_vaccine,0.011733333333333333,1263
Moderna,0.0012,1264
No_vaccine,0.012933333333333333,1264
Moderna,9.333333333333333e-4,1265
No_vaccine,0.011133333333333334,1265
Moderna,4.6666666666666666e-4,1266
No_vaccine,0.012133333333333333,1266
Moderna,4e-4,1267
No_vaccine,0.013333333333333334,1267
Moderna,8.666666666666666e-4,1268
No_vaccine,0.011466666666666667,1268
Moderna,7.333333333333333e-4,1269
No_vaccine,0.0124,1269
Moderna,5.333333333333334e-4,1270
No_vaccine,0.010066666666666666,1270
Moderna,7.333333333333333e-4,1271
No_vaccine,0.013266666666666666,1271
Moderna,0.001,1272
No_vaccine,0.0124,1272
Moderna,8e-4,1273
No_vaccine,0.012133333333333333,1273
Moderna,4e-4,1274
No_vaccine,0.0122,1274
Moderna,0.001,1275
No_vaccine,0.012533333333333334,1275
Moderna,5.333333333333334e-4,1276
No_vaccine,0.0126,1276
Moderna,0.0010666666666666667,1277
No_vaccine,0.0122,1277
Moderna,0.0011333333333333334,1278
No_vaccine,0.0132,1278
Moderna,5.333333333333334e-4,1279
No_vaccine,0.013133333333333334,1279
Moderna,7.333333333333333e-4,1280
No_vaccine,0.0142,1280
Moderna,7.333333333333333e-4,1281
No_vaccine,0.0112,1281
Moderna,8.666666666666666e-4,1282
No_vaccine,0.0122,1282
Moderna,0.0012,1283
No_vaccine,0.013,1283
Moderna,7.333333333333333e-4,1284
No_vaccine,0.011533333333333333,1284
Moderna,8e-4,1285
No_vaccine,0.011066666666666667,1285
Moderna,6e-4,1286
No_vaccine,0.014733333333333333,1286
Moderna,0.001,1287
No_vaccine,0.0126,1287
Moderna,6e-4,1288
No_vaccine,0.012466666666666666,1288
Moderna,5.333333333333334e-4,1289
No_vaccine,0.011333333333333334,1289
Moderna,4e-4,1290
No_vaccine,0.012666666666666666,1290
Moderna,8e-4,1291
No_vaccine,0.012,1291
Moderna,6.666666666666666e-4,1292
No_vaccine,0.012266666666666667,1292
Moderna,5.333333333333334e-4,1293
No_vaccine,0.014666666666666666,1293
Moderna,4.6666666666666666e-4,1294
No_vaccine,0.010866666666666667,1294
Moderna,6e-4,1295
No_vaccine,0.0122,1295
Moderna,9.333333333333333e-4,1296
No_vaccine,0.013533333333333333,1296
Moderna,0.001,1297
No_vaccine,0.0122,1297
Moderna,4.6666666666666666e-4,1298
No_vaccine,0.011466666666666667,1298
Moderna,8.666666666666666e-4,1299
No_vaccine,0.0118,1299
Moderna,6e-4,1300
No_vaccine,0.012733333333333333,1300
Moderna,0.0010666666666666667,1301
No_vaccine,0.012333333333333333,1301
Moderna,6.666666666666666e-4,1302
No_vaccine,0.0118,1302
Moderna,8.666666666666666e-4,1303
No_vaccine,0.0126,1303
Moderna,9.333333333333333e-4,1304
No_vaccine,0.012333333333333333,1304
Moderna,8e-4,1305
No_vaccine,0.012733333333333333,1305
Moderna,3.333333333333333e-4,1306
No_vaccine,0.0124,1306
Moderna,8e-4,1307
No_vaccine,0.012266666666666667,1307
Moderna,5.333333333333334e-4,1308
No_vaccine,0.012133333333333333,1308
Moderna,3.333333333333333e-4,1309
No_vaccine,0.011866666666666666,1309
Moderna,0.0010666666666666667,1310
No_vaccine,0.011866666666666666,1310
Moderna,4e-4,1311
No_vaccine,0.0114,1311
Moderna,8.666666666666666e-4,1312
No_vaccine,0.013933333333333334,1312
Moderna,4e-4,1313
No_vaccine,0.011733333333333333,1313
Moderna,6.666666666666666e-4,1314
No_vaccine,0.0124,1314
Moderna,6.666666666666666e-4,1315
No_vaccine,0.011466666666666667,1315
Moderna,7.333333333333333e-4,1316
No_vaccine,0.013266666666666666,1316
Moderna,3.333333333333333e-4,1317
No_vaccine,0.013133333333333334,1317
Moderna,8.666666666666666e-4,1318
No_vaccine,0.011666666666666667,1318
Moderna,4.6666666666666666e-4,1319
No_vaccine,0.0124,1319
Moderna,4.6666666666666666e-4,1320
No_vaccine,0.012666666666666666,1320
Moderna,9.333333333333333e-4,1321
No_vaccine,0.012333333333333333,1321
Moderna,6e-4,1322
No_vaccine,0.011466666666666667,1322
Moderna,7.333333333333333e-4,1323
No_vaccine,0.0128,1323
Moderna,6.666666666666666e-4,1324
No_vaccine,0.0132,1324
Moderna,0.0010666666666666667,1325
No_vaccine,0.0124,1325
Moderna,0.001,1326
No_vaccine,0.012933333333333333,1326
Moderna,3.333333333333333e-4,1327
No_vaccine,0.0138,1327
Moderna,0.0010666666666666667,1328
No_vaccine,0.011066666666666667,1328
Moderna,7.333333333333333e-4,1329
No_vaccine,0.012066666666666667,1329
Moderna,0.0012,1330
No_vaccine,0.0128,1330
Moderna,9.333333333333333e-4,1331
No_vaccine,0.012,1331
Moderna,6e-4,1332
No_vaccine,0.0142,1332
Moderna,5.333333333333334e-4,1333
No_vaccine,0.0124,1333
Moderna,8e-4,1334
No_vaccine,0.011933333333333334,1334
Moderna,8.666666666666666e-4,1335
No_vaccine,0.013533333333333333,1335
Moderna,5.333333333333334e-4,1336
No_vaccine,0.0134,1336
Moderna,5.333333333333334e-4,1337
No_vaccine,0.011533333333333333,1337
Moderna,8.666666666666666e-4,1338
No_vaccine,0.012933333333333333,1338
Moderna,6e-4,1339
No_vaccine,0.013066666666666667,1339
Moderna,2.666666666666667e-4,1340
No_vaccine,0.012066666666666667,1340
Moderna,9.333333333333333e-4,1341
No_vaccine,0.014066666666666667,1341
Moderna,6.666666666666666e-4,1342
No_vaccine,0.011866666666666666,1342
Moderna,4.6666666666666666e-4,1343
No_vaccine,0.0126,1343
Moderna,8e-4,1344
No_vaccine,0.0118,1344
Moderna,6e-4,1345
No_vaccine,0.011333333333333334,1345
Moderna,6e-4,1346
No_vaccine,0.012666666666666666,1346
Moderna,0.0011333333333333334,1347
No_vaccine,0.012533333333333334,1347
Moderna,2.666666666666667e-4,1348
No_vaccine,0.013,1348
Moderna,8.666666666666666e-4,1349
No_vaccine,0.012266666666666667,1349
Moderna,0.001,1350
No_vaccine,0.011333333333333334,1350
Moderna,6e-4,1351
No_vaccine,0.011666666666666667,1351
Moderna,0.0010666666666666667,1352
No_vaccine,0.0118,1352
Moderna,6.666666666666666e-4,1353
No_vaccine,0.011266666666666666,1353
Moderna,7.333333333333333e-4,1354
No_vaccine,0.012733333333333333,1354
Moderna,7.333333333333333e-4,1355
